eez_id,name,territory,sovereign,centroid_lat,centroid_lon
48998|"Overlapping claim Perejil Island: Spain / Morocco"|"Perejil Island"|"Spain"|35.914648|-5.420107
48999|"Overlapping claim Peñón de Vélez de la Gomera: Spain / Morocco"|"Peñón de Vélez de la Gomera"|"Spain"|35.185251|-4.306088
49000|"Overlapping claim Melilla: Spain / Morocco"|"Melilla"|"Spain"|35.316723|-2.916974
49001|"Overlapping claim Alhucemas Islands: Spain / Morocco"|"Alhucemas Islands"|"Spain"|35.234220|-3.878664
49002|"Overlapping claim Ceuta: Spain / Morocco"|"Ceuta"|"Spain"|35.869094|-5.305511
49003|"Overlapping claim: South China Sea"|"China"|"China"|13.141790|114.101760
50167|"Joint regime area: Croatia / Slovenia"|"Croatia"|"Croatia"|45.497704|13.309329
50170|"Overlapping claim: Qatar / Saudi Arabia / United Arab Emirates"|"Qatar"|"Qatar"|24.692431|51.599859
62589|"Mauritian Exclusive Economic Zone (Chagos Archipelago)"|"Chagos Archipelago"|"Republic of Mauritius"|-6.555934|71.993878
62596|"Colombian Exclusive Economic Zone (Serrana Bank)"|"Serrana Bank"|"Colombia"|14.380875|-80.301849
62598|"Colombian Exclusive Economic Zone (Quitasueño Bank)"|"Quitasueño Bank"|"Colombia"|14.303619|-81.160880
64430|"Overlapping claim: Egypt / Libya"|"Egypt"|"Egypt"|32.812819|25.701634
64431|"Overlapping claim: Belize / Honduras"|"Belize"|"Belize"|16.123163|-88.212890
64440|"Overlapping claim: Malaysia / Singapore"|"Malaysia"|"Malaysia"|1.407776|104.452386
64446|"British Exclusive Economic Zone (Isle of Man)"|"Isle of Man"|"United Kingdom"|54.188180|-4.572034
64459|"Joint regime area: Norway / Russia"|"Norway"|"Norway"|72.924522|37.464567
64460|"Overlapping claim: Iraq / Iran"|"Iraq"|"Iraq"|29.872350|48.692555
